is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,service_failure_count,download_avg,upload_avg,download_over_limit,churn
0,0,1.13,0,0,0.0,0.0,5,1
1,1,6.98,19,0,0.0,0.0,0,1
1,0,0.75,12,0,0.0,0.0,0,1
1,1,2.04,23,0,0.0,0.0,0,1
1,1,0.92,17,1,0.0,0.0,0,1
0,0,1.12,15,0,0.0,0.0,0,1
1,0,6.91,25,0,177.9,12.2,0,0
1,0,4.3,21,0,7.5,0.5,0,1
1,1,0.92,15,0,0.0,0.0,0,1
1,0,0.56,12,0,0.0,0.0,0,1
1,1,7.71,18,2,29.1,5.2,0,1
1,0,1.27,23,1,0.0,0.0,0,1
1,1,7.78,17,0,111.4,10.4,0,1
0,0,1.88,18,0,0.0,0.0,0,1
1,1,6.91,18,0,60.4,7.0,0,0
1,0,6.91,20,0,32.6,2.2,0,0
1,1,6.91,12,0,36.1,8.5,0,0
1,0,3.87,18,2,99.1,7.4,0,1
1,1,6.91,15,0,155.6,6.2,0,0
0,0,2.45,0,0,0.5,0.1,2,1
0,0,0.92,16,0,0.0,0.0,0,1
1,0,6.91,4,0,3.2,0.6,0,0
1,1,2.04,0,0,0.0,0.0,7,1
0,0,3.45,24,0,1.4,0.1,0,1
0,0,6.91,33,0,28.0,3.0,0,0
1,0,6.91,12,3,82.9,5.4,0,0
0,0,1.52,0,1,0.0,0.0,0,1
1,1,5.46,15,0,16.5,1.5,0,1
0,0,6.22,20,0,39.8,10.8,0,1
1,1,3.13,14,1,5.5,0.6,0,1
1,0,2.89,0,0,6.0,0.3,0,1
1,1,6.91,26,0,23.2,1.3,0,0
1,0,2.79,0,1,1.2,0.1,4,1
1,1,2.05,21,0,0.5,0.0,0,1
1,0,2.26,23,1,4.7,0.3,0,1
1,1,6.91,22,0,42.3,2.9,0,0
1,1,6.91,15,0,37.0,2.2,0,0
1,0,6.64,22,0,19.7,1.1,0,1
1,1,1.32,21,1,0.0,0.0,0,1
0,0,0.07,27,0,0.0,0.0,0,1
0,0,2.12,23,0,0.0,0.0,0,1
1,1,0.47,8,0,0.0,0.0,0,1
0,0,2.99,21,0,17.1,1.4,0,1
1,0,4.98,16,4,42.0,3.0,0,1
1,0,2.36,23,0,0.9,0.1,0,1
1,1,1.02,0,0,0.0,0.0,6,1
0,0,1.61,0,0,0.0,0.0,6,1
1,0,6.91,21,0,81.1,4.3,0,0
1,0,3.96,34,2,10.7,0.5,0,1
1,0,6.91,31,0,16.8,1.3,0,0
1,0,6.91,33,0,140.7,8.4,0,0
1,1,4.92,56,0,349.8,11.8,0,1
1,1,2.82,21,0,7.6,0.5,0,1
1,0,2.05,16,0,0.0,0.0,1,1
0,0,6.91,25,0,26.7,1.4,0,0
1,0,6.91,40,0,194.8,28.5,0,0
1,1,1.48,35,0,0.0,0.0,0,1
0,0,1.24,19,0,0.0,0.0,0,1
1,1,6.91,16,0,52.4,3.9,0,0
0,0,1.51,22,1,0.0,0.0,0,1
1,1,3.68,12,0,4.7,0.7,0,1
1,1,6.91,8,0,188.6,8.5,0,0
1,0,0.54,17,1,0.0,0.0,0,1
1,0,4.71,30,1,75.5,4.8,0,1
1,1,1.19,19,0,0.0,0.0,0,1
1,1,6.91,15,0,35.0,2.6,0,0
1,0,0.19,13,0,0.0,0.0,0,1
1,0,1.04,21,0,0.0,0.0,0,1
1,0,6.91,22,0,147.7,7.5,0,0
0,0,0.4,0,0,0.0,0.0,3,1
1,1,6.91,24,0,45.3,3.8,0,0
1,1,7.71,0,0,0.0,0.0,0,1
1,0,2.26,22,0,7.9,0.6,0,1
1,1,6.9,24,1,45.4,2.9,0,0
0,0,2.6,38,0,40.3,1.3,0,1
0,0,2.7,23,0,11.3,0.7,0,1
1,1,2.89,49,0,27.3,1.1,0,1
0,0,4.52,24,0,14.5,1.2,0,1
1,1,2.82,21,0,28.5,2.7,0,1
1,0,4.51,10,0,6.3,0.4,7,1
0,0,4.85,10,0,2.1,0.1,6,1
0,0,0.86,23,0,0.0,0.0,0,1
1,0,6.9,22,0,33.7,1.4,0,0
1,0,6.9,22,0,47.2,1.6,0,0
0,0,4.99,10,0,2.8,0.1,4,1
0,0,2.86,0,0,2.7,0.4,7,1
1,0,1.9,0,1,0.0,0.0,4,1
1,0,4.52,20,0,140.2,9.6,0,1
1,0,2.43,0,0,1.4,0.2,4,1
1,0,5.54,19,1,37.0,2.6,0,1
0,0,1.21,20,1,0.0,0.0,0,1
1,0,1.8,17,0,0.0,0.0,0,1
1,0,2.86,23,0,4.5,0.3,0,1
0,0,2.06,17,0,0.0,0.0,0,1
1,1,1.65,18,0,0.0,0.0,0,1
0,0,2.02,0,0,0.0,0.0,7,1
1,0,6.9,41,0,96.2,5.8,0,0
1,1,4.53,24,0,4.2,0.3,0,1
1,0,2.79,24,0,11.7,0.6,0,1
1,1,1.8,21,0,0.0,0.0,0,1
1,1,7.05,16,0,11.8,0.7,0,1
0,0,4.02,24,0,15.1,0.9,0,1
0,0,2.04,22,0,0.0,0.0,0,1
1,0,2.19,0,0,10.9,1.0,0,1
1,0,6.9,22,0,3.2,0.4,0,0
1,1,1.78,23,0,0.0,0.0,0,1
0,0,2.6,0,0,3.5,0.3,6,1
1,1,6.9,21,0,12.9,0.6,0,0
1,0,4.43,26,0,27.4,3.0,0,1
1,0,1.37,17,0,0.0,0.0,0,1
1,0,2.52,23,0,16.8,1.6,0,1
1,0,1.59,22,0,0.0,0.0,0,1
1,0,4.87,26,0,43.7,2.3,0,1
0,0,0.67,22,0,0.0,0.0,0,1
1,1,5.13,26,1,13.7,0.6,0,1
1,0,2.85,0,1,3.2,0.4,6,1
1,0,3.21,22,3,42.2,2.5,0,1
0,0,2.85,0,0,0.0,0.0,0,1
1,1,6.9,19,1,101.8,6.3,0,0
1,1,6.9,16,0,43.0,3.2,0,0
1,0,2.53,0,0,0.8,0.1,2,1
0,0,0.99,51,0,0.0,0.0,0,1
0,0,2.12,23,3,11.7,1.4,0,1
0,0,1.07,0,0,0.0,0.0,1,1
1,0,1.85,22,0,0.0,0.0,0,1
1,0,6.9,22,0,42.3,3.6,0,0
0,0,1.98,21,1,0.0,0.0,0,1
1,0,1.98,21,0,0.0,0.0,0,1
1,0,2.08,20,0,8.3,0.4,2,1
1,0,2.9,21,0,7.4,1.3,0,1
1,0,1.43,17,0,0.0,0.0,0,1
0,0,5.07,19,0,11.3,0.5,0,1
1,0,5.54,30,0,90.0,13.4,0,1
1,0,3.77,20,0,43.0,4.2,0,1
0,0,0.61,13,0,0.0,0.0,0,1
1,0,2.73,24,1,11.4,0.7,0,1
1,1,6.9,15,0,84.5,5.4,0,0
1,1,6.9,10,1,40.6,3.4,0,0
1,0,6.9,20,0,73.3,4.2,0,0
1,0,5.2,26,0,148.5,8.1,0,1
1,0,2.73,0,0,6.3,0.6,7,1
1,1,6.9,21,0,31.7,1.5,0,0
0,0,0.34,10,0,0.0,0.0,0,1
1,1,6.9,18,1,102.0,4.0,0,0
1,0,3.45,24,0,36.0,3.8,0,1
1,0,2.49,0,0,5.0,0.3,7,1
1,1,1.74,22,0,0.0,0.0,0,1
1,0,6.9,21,0,50.8,7.7,0,0
0,0,6.9,24,0,80.5,6.0,0,0
0,0,2.12,20,0,0.0,0.0,0,1
1,1,6.9,15,0,41.9,4.9,0,0
1,0,5.37,21,0,46.0,4.7,0,1
1,0,0.57,0,0,0.0,0.0,1,1
1,1,6.9,10,0,44.6,2.9,0,0
1,1,6.9,25,0,28.0,1.2,0,0
1,1,6.84,28,0,39.3,2.3,0,1
1,1,1.61,23,0,0.0,0.0,0,1
1,0,7.77,22,0,5.7,0.7,0,1
0,0,3.56,24,0,24.0,1.5,0,1
0,0,2.18,0,0,0.0,0.0,2,1
0,0,1.99,0,0,0.0,0.0,0,1
0,0,2.13,18,0,0.0,0.0,0,1
1,1,2.04,20,0,0.0,0.0,0,1
1,0,6.9,20,0,36.6,2.5,0,0
1,0,7.55,0,0,0.0,0.0,0,1
1,1,0.84,22,0,0.0,0.0,0,1
0,0,0.91,18,0,0.0,0.0,0,1
1,1,6.9,10,0,188.5,11.9,0,0
1,0,5.76,37,0,42.4,13.2,0,1
1,1,4.32,17,0,16.5,0.9,1,1
0,0,1.18,20,0,0.0,0.0,0,1
1,0,6.43,12,0,1.9,0.3,6,1
1,1,6.9,15,0,68.7,7.6,0,0
1,0,6.9,19,0,79.1,2.3,0,0
1,0,2.93,15,0,6.8,0.6,0,1
0,0,0.55,0,1,0.0,0.0,1,1
1,1,5.09,20,0,69.5,7.7,0,1
1,0,3.37,0,0,8.2,0.5,6,1
0,0,1.97,21,2,0.0,0.0,0,1
0,0,1.01,17,0,0.0,0.0,0,1
1,1,6.9,16,0,51.4,5.7,0,0
1,0,4.83,19,0,11.0,1.0,0,1
0,0,0.91,0,0,0.0,0.0,1,1
0,0,2.14,21,0,8.6,0.8,0,1
1,1,6.9,10,0,5.4,1.3,0,0
1,1,6.9,21,0,24.7,1.9,0,0
0,0,2.81,21,0,5.3,0.5,0,1
1,1,3.5,16,0,24.7,3.2,0,1
0,0,6.9,26,0,22.7,1.4,0,0
1,1,2.39,21,0,6.5,0.7,0,1
1,1,6.9,20,0,130.8,13.3,0,0
0,0,3.08,37,0,40.2,4.9,0,1
1,0,3.42,53,0,99.2,11.5,0,1
0,0,1.11,21,2,0.0,0.0,0,1
1,1,6.9,17,0,74.4,8.8,0,0
1,0,4.71,29,0,37.1,3.2,0,1
1,1,2.42,0,0,0.2,0.0,2,1
1,1,6.9,12,0,275.0,15.0,0,0
0,0,0.33,9,0,0.0,0.0,0,1
1,1,3.78,24,0,4.3,0.9,0,1
1,0,1.47,21,0,0.0,0.0,0,1
0,0,6.48,24,0,15.5,3.5,6,1
1,1,7.38,31,0,23.5,1.9,0,1
1,1,1.11,23,0,0.0,0.0,0,1
1,1,1.36,18,0,0.0,0.0,0,1
0,0,2.01,23,0,0.0,0.0,0,1
1,1,6.89,21,0,21.2,4.5,0,0
0,0,6.89,12,0,5.3,0.7,6,0
1,0,6.89,22,1,96.4,8.3,0,0
0,0,1.1,0,0,0.0,0.0,1,1
0,0,1.98,21,0,0.0,0.0,0,1
1,0,3.05,22,0,9.5,0.6,0,1
0,0,1.01,24,0,0.0,0.0,0,1
0,0,2.02,23,0,0.0,0.0,0,1
1,0,2.36,23,0,27.5,2.5,0,1
0,0,0.45,7,0,0.0,0.0,0,1
1,1,2.76,23,0,5.0,0.4,0,1
1,1,6.89,16,0,65.1,4.1,0,0
0,0,4.28,0,0,0.0,0.0,0,1
1,0,7.56,0,0,0.0,0.0,0,1
0,0,1.04,0,0,0.0,0.0,0,1
1,0,6.89,21,0,31.5,3.6,0,0
0,0,0.37,9,0,0.0,0.0,0,1
1,0,1.98,0,0,0.0,0.0,6,1
1,1,6.89,15,0,38.4,1.7,0,0
0,0,2.3,17,0,8.1,0.4,0,1
0,0,0.5,67,4,0.0,0.0,0,1
0,0,1.98,21,0,0.0,0.0,0,1
0,0,2.27,0,0,0.0,0.0,2,1
1,0,6.89,20,0,75.7,5.7,5,0
1,1,5.79,12,0,0.7,0.1,1,1
1,1,6.34,12,0,8.0,0.5,0,1
1,0,0.5,16,1,0.0,0.0,3,1
1,0,2.79,21,0,25.3,7.3,0,1
1,1,2.6,23,0,7.4,0.6,0,1
0,0,1.5,21,1,0.0,0.0,0,1
1,0,2.73,22,0,27.6,2.3,0,1
1,1,6.89,12,0,5.5,3.4,0,0
0,0,0.92,21,1,0.0,0.0,0,1
1,1,6.85,17,0,8.6,1.3,0,1
1,1,5.27,26,0,38.1,2.0,0,1
1,0,6.89,29,0,65.0,2.8,0,0
1,1,6.89,22,1,32.5,1.4,0,0
1,0,6.89,20,0,9.9,0.9,0,0
1,0,6.89,20,0,29.4,1.9,0,0
1,1,6.89,19,3,60.3,7.0,0,0
0,0,0.42,12,0,0.0,0.0,0,1
1,1,4.01,24,0,20.0,2.1,0,1
0,0,0.3,17,0,0.0,0.0,0,1
0,0,2.67,0,0,14.3,0.6,7,1
1,1,3.42,19,0,15.9,1.1,0,1
1,0,6.89,25,0,101.4,13.8,0,0
0,0,0.82,4,0,0.0,0.0,2,1
0,0,0.28,18,0,0.0,0.0,0,1
1,0,5.82,12,0,1.1,0.1,2,1
0,0,3.83,40,0,3.4,0.2,0,1
1,1,4.78,0,0,0.0,0.0,0,1
1,1,7.73,0,0,0.0,0.0,0,1
1,0,0.95,56,0,0.0,0.0,0,1
1,1,1.84,21,0,0.0,0.0,0,1
1,0,3.01,15,4,43.2,2.6,0,1
1,1,6.89,10,0,19.2,1.5,0,0
0,0,0.57,10,0,0.0,0.0,0,1
1,1,6.89,15,2,85.2,7.9,0,0
1,1,6.89,37,0,86.5,6.2,0,0
1,1,6.89,24,0,38.2,2.3,0,0
1,1,6.04,21,0,0.9,0.0,0,1
1,0,6.57,28,0,182.0,17.7,0,1
0,0,2.44,24,0,12.1,0.6,0,1
1,0,6.89,21,2,85.0,5.8,0,0
0,0,6.47,20,0,74.1,7.9,0,1
1,0,6.89,20,0,40.1,2.0,0,0
0,0,1.76,23,0,0.0,0.0,0,1
1,1,0.56,0,0,0.0,0.0,6,1
0,0,2.62,21,0,6.8,0.5,0,1
0,0,1.42,17,0,0.0,0.0,0,1
1,0,0.34,5,0,0.0,0.0,0,1
1,1,6.89,12,0,109.4,6.2,0,0
1,0,3.11,0,0,0.0,0.0,0,1
1,1,6.89,30,0,43.689911396102545,4.192075723644861,0,0
1,0,0.47,8,0,0.0,0.0,0,1
1,0,1.04,3,0,0.0,0.0,0,1
1,1,6.89,21,2,20.3,1.3,0,0
1,1,4.12,10,0,2.7,0.3,6,1
1,0,2.54,21,2,14.6,0.8,0,1
1,0,0.62,0,7,0.0,0.0,5,1
1,0,1.75,22,0,0.0,0.0,0,1
1,1,1.98,21,0,0.0,0.0,0,1
1,0,3.16,13,0,13.1,0.7,0,1
1,1,6.89,40,0,266.1,10.8,0,0
0,0,0.98,22,0,0.0,0.0,0,1
1,1,5.4,19,0,1.8,0.2,0,1
0,0,7.56,22,0,80.2,6.5,0,1
0,0,4.44,31,0,57.1,9.8,0,1
1,0,7.48,22,0,20.7,1.7,0,1
1,0,7.58,21,0,18.2,1.1,0,1
1,0,6.89,22,1,48.2,4.2,0,0
1,1,0.15,14,0,0.0,0.0,0,1
0,0,2.36,22,0,7.8,0.5,0,1
1,0,2.92,0,0,0.4,0.0,0,1
1,1,1.29,0,2,0.0,0.0,5,1
0,0,1.99,22,0,0.0,0.0,0,1
0,0,2.0,22,0,0.0,0.0,0,1
0,0,0.9,18,0,0.0,0.0,0,1
1,0,0.21,7,0,0.0,0.0,0,1
1,0,7.13,0,0,0.0,0.0,0,1
0,0,2.32,0,0,2.3,0.1,7,1
1,0,0.26,0,0,0.0,0.0,0,1
1,0,7.69,0,0,0.0,0.0,0,1
1,0,4.9,32,0,29.5,1.6,0,1
1,0,2.01,20,0,0.0,0.0,0,1
1,1,3.16,37,0,48.6,6.9,0,1
1,1,6.65,22,0,15.9,1.9,0,1
0,0,2.75,22,0,17.4,1.7,0,1
1,1,3.15,0,0,0.1,0.0,0,1
0,0,3.55,10,0,0.5,0.0,0,1
0,0,2.06,21,0,0.3,0.1,0,1
0,0,0.5,57,2,0.0,0.0,0,1
1,0,2.0,22,0,0.0,0.0,0,1
0,0,0.89,22,1,0.0,0.0,0,1
1,0,2.13,16,2,16.6,1.7,0,1
1,0,2.44,24,0,36.8,2.4,0,1
1,1,6.89,13,1,34.3,4.1,0,0
0,0,0.23,0,0,0.0,0.0,0,1
1,0,2.42,24,0,31.3,1.8,0,1
1,0,3.16,8,0,4.9,0.3,0,1
1,0,6.89,22,0,12.0,0.7,0,0
0,0,1.86,18,0,0.0,0.0,0,1
1,0,7.36,0,0,0.0,0.0,0,1
1,1,5.84,19,3,52.0,2.6,0,1
1,0,3.49,0,0,2.4,0.4,6,1
0,0,1.78,24,0,0.0,0.0,0,1
0,0,0.85,22,0,0.0,0.0,0,1
1,0,6.89,12,2,54.2,4.4,0,0
1,1,6.89,15,0,106.0,4.6,0,0
0,0,3.04,21,0,16.7,1.3,0,1
1,0,5.66,19,0,11.1,0.8,0,1
0,0,3.78,15,0,21.0,2.7,0,1
1,0,6.01,13,0,0.0,0.0,0,1
0,0,0.19,27,7,0.0,0.0,0,1
1,0,1.74,0,0,0.0,0.0,0,1
1,1,2.18,39,0,6.7,0.5,0,1
0,0,2.13,21,0,2.7,0.4,0,1
0,0,4.72,24,1,31.6,3.4,0,1
1,1,7.51,24,0,25.7,2.4,0,1
1,0,3.01,23,0,3.4,0.2,0,1
0,0,0.36,19,0,0.0,0.0,0,1
1,1,2.01,19,0,0.0,0.0,0,1
1,1,3.23,22,1,19.2,2.9,0,1
1,1,3.09,18,0,2.1,0.1,0,1
1,1,6.89,15,0,59.7,5.2,0,0
0,0,1.72,21,0,0.0,0.0,0,1
1,1,3.52,14,0,13.3,1.1,0,1
0,0,0.42,19,0,0.0,0.0,0,1
1,1,6.89,10,0,3.7,0.4,0,0
1,1,2.42,0,0,13.3,1.2,2,1
1,1,1.5,19,0,0.0,0.0,0,1
0,0,2.44,0,0,0.5,0.0,1,1
1,1,0.81,0,2,0.0,0.0,7,1
0,0,1.13,16,0,0.0,0.0,0,1
1,0,6.89,22,1,79.6,4.4,0,0
0,0,1.99,22,0,0.0,0.0,0,1
1,0,4.23,12,0,0.0,0.0,0,1
1,1,7.29,0,0,0.0,0.0,0,1
1,0,2.22,22,0,17.7,4.1,0,1
0,0,0.25,5,0,0.0,0.0,0,1
1,1,6.89,24,0,193.7,7.8,0,0
1,0,4.45,22,1,26.7,1.4,0,1
0,0,3.77,13,0,4.6,0.5,7,1
0,0,4.7,27,0,4.4,0.2,0,1
0,0,0.72,0,0,0.0,0.0,5,1
1,1,2.21,14,0,5.6,0.4,5,1
0,0,1.4,21,0,0.0,0.0,0,1
1,1,6.89,15,0,64.4,3.6,1,0
1,0,0.95,20,0,0.0,0.0,0,1
1,0,7.12,121,1,623.2,43.8,0,1
1,0,4.7,25,1,123.2,9.7,0,1
1,0,3.82,15,0,0.4,0.0,0,1
0,0,5.95,7,1,22.9,3.3,0,1
1,0,6.8,34,0,29.6,6.9,1,1
1,1,6.89,15,1,36.0,4.9,0,0
1,1,6.89,12,0,42.2,3.0,0,0
0,0,5.7,11,0,0.0,0.0,0,1
1,1,6.89,17,0,48.3,4.6,0,0
1,0,0.2,9,0,0.0,0.0,0,1
1,0,1.8,21,0,0.0,0.0,0,1
1,0,4.81,25,1,43.9,5.1,0,1
1,1,4.45,23,0,28.4,1.5,0,1
1,1,7.01,23,0,112.5,6.3,0,1
0,0,0.9,22,2,0.0,0.0,0,1
1,1,1.77,0,0,0.0,0.0,2,1
1,1,6.88,10,0,26.8,3.7,0,0
1,1,1.14,22,0,0.0,0.0,0,1
0,0,2.83,0,0,2.0,0.3,3,1
0,0,2.57,18,0,6.7,0.5,0,1
1,1,5.21,34,0,67.0,8.7,0,1
1,0,6.88,21,0,34.9,2.7,0,0
0,0,1.54,21,0,0.0,0.0,0,1
0,0,1.98,22,0,0.0,0.0,0,1
0,0,1.25,19,0,0.0,0.0,0,1
1,0,2.24,17,0,0.0,0.0,0,1
1,0,3.16,22,2,5.9,0.4,0,1
0,0,5.33,10,0,1.5,0.1,4,1
1,0,2.05,0,0,0.0,0.0,5,1
0,0,6.88,12,0,0.4,0.2,1,0
0,0,4.37,22,0,9.5,0.8,0,1
0,0,2.76,23,5,12.0,1.0,0,1
1,0,3.57,13,0,52.4,4.5,0,1
1,1,0.83,22,0,0.0,0.0,0,1
1,0,1.31,19,2,0.0,0.0,0,1
1,0,1.4,0,0,0.0,0.0,7,1
1,0,6.88,21,0,35.4,2.5,0,0
0,0,5.51,25,1,20.5,2.6,0,1
0,0,0.99,16,0,0.0,0.0,0,1
0,0,2.17,0,0,0.9,0.1,5,1
1,1,6.88,17,0,52.1,3.9,0,0
1,1,2.93,23,0,15.1,1.1,0,1
1,0,1.28,20,0,0.0,0.0,0,1
1,0,2.61,20,1,9.1,0.6,0,1
0,0,1.35,18,0,0.0,0.0,0,1
0,0,2.84,23,0,0.3,0.1,0,1
0,0,3.09,22,0,5.1,0.4,0,1
0,0,0.13,10,0,0.0,0.0,0,1
0,0,0.63,15,0,0.0,0.0,0,1
0,0,2.41,61,0,0.0,0.0,0,1
1,1,6.88,12,0,107.1,5.6,0,0
0,0,3.13,0,0,2.4,0.1,0,1
1,1,6.88,22,0,13.9,0.3,0,0
1,1,6.88,21,0,7.7,1.2,0,0
1,0,0.79,20,1,0.0,0.0,0,1
1,0,3.89,22,0,25.4,1.1,0,1
1,0,1.83,19,0,0.0,0.0,2,1
1,0,4.89,29,1,127.2,10.3,0,1
1,1,2.98,22,0,12.6,1.5,0,1
1,0,4.04,18,0,11.7,0.5,6,1
0,0,0.64,14,0,0.0,0.0,0,1
0,0,2.3,0,0,0.0,0.0,0,1
1,1,2.4,0,0,1.0,0.1,2,1
0,0,2.38,16,0,0.0,0.0,0,1
1,1,7.39,0,0,0.1,0.0,0,1
0,0,3.16,17,3,23.9,1.0,0,1
1,0,0.34,5,0,0.0,0.0,0,1
1,0,3.22,22,0,22.1,2.6,0,1
1,1,6.88,10,0,62.4,3.8,0,0
0,0,0.74,17,0,0.0,0.0,0,1
1,1,2.21,15,0,0.0,0.0,0,1
0,0,2.33,0,0,0.2,0.0,0,1
1,0,2.27,20,0,8.6,0.6,0,1
1,0,5.81,19,0,0.0,0.0,0,1
1,0,5.6,18,1,81.9,5.5,0,1
1,1,5.01,24,0,19.7,1.8,0,1
1,0,4.71,10,0,0.7,0.1,1,1
1,1,6.88,24,0,21.6,0.9,0,0
1,0,6.88,21,0,96.8,4.1,0,0
0,0,1.17,24,1,0.0,0.0,0,1
1,0,2.78,21,0,27.8,3.2,0,1
0,0,1.6,24,0,0.0,0.0,0,1
1,0,5.82,22,0,31.6,1.1,0,1
0,0,2.12,18,0,13.0,0.9,0,1
1,0,6.88,22,0,57.8,5.0,0,0
1,0,3.15,22,0,5.5,0.4,0,1
0,0,1.24,0,0,0.0,0.0,0,1
0,0,0.41,6,0,0.0,0.0,0,1
0,0,1.97,22,0,0.0,0.0,0,1
0,0,0.99,16,0,0.0,0.0,0,1
0,0,0.59,0,0,0.0,0.0,2,1
0,0,6.88,24,0,131.7,10.0,0,0
1,1,5.56,38,0,117.4,10.0,0,1
0,0,2.0,23,0,0.0,0.0,0,1
0,0,1.97,0,3,0.0,0.0,0,1
1,0,2.83,23,0,11.3,0.7,0,1
1,0,1.98,22,0,0.0,0.0,0,1
1,1,2.39,22,0,16.7,2.7,0,1
1,1,6.88,15,0,62.4,5.6,0,0
0,0,2.68,0,0,4.9,1.1,5,1
0,0,1.27,13,2,0.0,0.0,4,1
1,0,2.91,38,1,44.0,2.6,0,1
1,1,6.88,24,0,45.3,2.2,0,0
0,0,2.66,22,0,3.5,0.9,0,1
1,0,6.53,33,1,86.4,2.5,0,1
0,0,2.71,24,0,26.8,2.4,0,1
1,0,2.52,0,0,4.5,0.4,6,1
1,0,4.77,26,0,5.5,0.5,0,1
1,1,6.88,32,0,103.8,4.9,0,0
0,0,4.1,10,0,0.3,0.0,0,1
1,0,6.88,21,0,47.3,3.6,0,0
0,0,2.85,15,0,32.4,3.1,0,1
1,0,2.91,0,1,15.6,1.0,1,1
1,1,2.11,24,0,9.0,1.2,0,1
0,0,1.98,0,1,0.0,0.0,2,1
0,0,0.25,22,0,0.0,0.0,0,1
0,0,7.16,0,0,0.0,0.0,0,1
1,0,7.09,0,0,0.0,0.0,0,1
1,0,5.52,30,0,31.0,2.8,0,1
1,1,0.73,16,0,0.0,0.0,0,1
1,1,6.88,15,0,105.5,7.2,0,0
1,0,6.88,22,0,7.2,0.6,0,0
1,0,6.88,22,0,23.2,1.4,0,0
1,0,3.94,17,0,3.2,0.1,0,1
1,1,7.23,0,0,0.0,0.0,0,1
1,0,6.88,17,0,3.9,0.7,2,0
1,1,0.56,0,0,0.0,0.0,0,1
0,0,3.17,23,1,20.7,2.3,0,1
1,0,6.88,25,0,68.9,6.8,0,0
1,0,6.88,20,0,45.2,1.7,2,0
1,0,7.22,11,0,80.3,7.3,0,1
1,0,4.25,20,0,12.4,0.5,0,1
1,1,6.88,20,0,82.7,6.0,0,0
1,0,3.15,0,0,0.1,0.0,0,1
1,1,6.59,22,0,43.2,3.5,0,1
0,0,1.67,0,0,0.0,0.0,0,1
0,0,1.68,20,0,0.0,0.0,0,1
1,1,6.88,23,1,34.2,2.5,0,0
1,0,2.45,21,0,11.7,0.9,0,1
1,1,7.6,23,0,0.0,0.0,0,1
1,1,0.89,68,2,0.0,0.0,0,1
0,0,3.73,23,0,6.4,1.0,0,1
1,0,6.88,22,0,64.2,4.0,0,0
1,1,4.04,10,0,0.4,0.1,0,1
1,0,2.21,36,3,4.6,0.2,0,1
1,1,1.99,0,2,0.0,0.0,4,1
1,0,5.64,22,2,32.7,1.6,0,1
1,1,6.88,10,2,52.6,5.1,0,0
0,0,1.99,0,0,0.0,0.0,0,1
1,1,2.25,0,0,1.2,0.1,1,1
0,0,1.08,19,0,0.0,0.0,0,1
1,1,6.88,24,0,88.3,9.1,0,0
0,0,0.15,0,0,0.0,0.0,1,1
1,0,2.65,20,0,18.5,2.9,0,1
0,0,1.43,0,0,0.0,0.0,7,1
1,1,2.27,20,0,4.3,0.2,0,1
1,0,4.92,24,1,28.5,1.3,0,1
1,1,2.48,19,0,2.7,0.3,0,1
1,0,6.88,20,0,138.8,9.3,0,0
0,0,4.78,20,1,26.3,2.0,0,1
1,0,3.99,21,0,31.1,1.4,0,1
1,0,6.87,22,0,60.2,3.8,0,0
1,1,6.87,21,0,130.4,13.6,0,0
0,0,1.16,21,0,0.0,0.0,0,1
1,0,6.87,21,0,25.8,1.9,0,0
1,0,0.53,10,5,0.0,0.0,0,1
0,0,2.31,16,0,0.0,0.0,0,1
1,0,6.87,21,1,39.3,2.4,0,0
1,0,3.59,10,1,2.0,0.1,5,1
1,0,2.65,0,0,2.9,0.7,5,1
1,0,6.87,20,0,36.6,0.9,0,0
1,1,1.09,23,1,0.0,0.0,0,1
0,0,0.89,18,0,0.0,0.0,0,1
1,1,6.87,30,0,73.9,6.0,0,0
1,1,6.87,15,0,29.8,3.1,0,0
0,0,2.09,0,0,0.0,0.0,0,1
1,0,1.06,20,0,0.0,0.0,0,1
0,0,1.98,22,0,0.0,0.0,0,1
1,1,7.06,10,0,93.4,4.0,0,1
1,0,6.87,12,0,28.6,2.2,0,0
1,0,4.39,10,0,0.1,0.0,0,1
0,0,2.2,23,1,8.7,0.6,0,1
1,0,4.45,30,0,34.7,5.1,0,1
0,0,2.24,40,0,10.8,0.6,0,1
0,0,2.33,23,0,6.2,0.4,0,1
0,0,1.08,20,0,0.0,0.0,0,1
1,0,3.09,22,0,7.3,1.1,0,1
1,1,2.39,0,5,5.1,0.5,0,1
1,1,6.87,19,0,28.5,0.7,0,0
0,0,2.25,23,0,10.8,0.7,0,1
0,0,3.08,23,0,5.0,0.5,0,1
1,1,6.87,13,0,26.2,3.3,0,0
0,0,0.89,22,0,0.0,0.0,0,1
1,0,1.34,0,0,0.0,0.0,0,1
0,0,0.3,18,1,0.0,0.0,0,1
1,1,1.08,17,0,0.0,0.0,0,1
1,1,6.87,33,1,3.9,0.7,0,0
1,0,6.87,12,0,1.5,0.2,4,0
1,0,4.71,13,0,6.8,0.3,0,1
0,0,2.36,0,1,0.7,0.0,1,1
0,0,4.62,22,0,20.5,0.9,0,1
1,0,2.77,21,0,9.3,0.6,0,1
1,1,1.24,0,0,0.0,0.0,3,1
1,1,6.87,13,0,25.3,2.1,0,0
1,0,5.07,13,0,17.6,3.2,0,1
